date,cost_act_dn,cost_fc_dn
2025-02-17,3.16566642,3.4569438461699993
2025-02-18,1.9531241100000003,2.5996766330099996
2025-02-19,3.2736082200000003,3.5517363305
2025-02-20,4.843451410000001,5.0288200000000005
2025-02-21,3.97408509,3.9800999999999997
2025-02-22,2.871594,2.871594
2025-02-23,3.9266973259999998,3.98101734654
2025-02-24,5.006616870000001,5.010079999999999
2025-02-25,3.8132314099999993,3.9985999999999997
2025-02-26,3.4922477300000008,3.6758460433
2025-02-27,5.297514600000002,5.301159999999999
2025-02-28,3.786013030000001,3.970287999999999
2025-03-01,7.101182044000001,7.103536
2025-03-02,3.2156960859999995,3.4535852188760003
2025-03-03,1.541104751,2.0538158613000004
2025-03-04,2.605580988,3.0542976702399995
2025-03-05,2.94613546,3.452237374199999
2025-03-06,3.5396841100000005,3.8519304295999994
2025-03-07,2.368697054,3.0080872255599997
2025-03-08,2.151939708,2.5954017388799997
2025-03-09,1.9863835260000005,2.30387527986
2025-03-10,3.60243336,3.8485106442599997
2025-03-11,3.65286779,3.65706
2025-03-12,4.49322736,4.508912402779999
2025-03-13,3.8518804899999997,4.074240564
2025-03-14,5.59502065,5.747771000099998
2025-03-15,1.896077028,2.4239435824
2025-03-16,2.2110460840000004,2.4523919178999996
2025-03-17,2.91302325,2.9904587176799997
2025-03-18,2.220016966,2.7471720468
2025-03-19,3.1881496300000007,3.6024203976799996
2025-03-20,2.43326096576,2.88671932083
2025-03-21,3.3432632500000006,3.622774661299999
2025-03-22,2.95803707,3.0850567121999997
2025-03-23,3.5303661720000004,3.77216335702
2025-03-24,1.826448988,2.34242266662
2025-03-25,1.969961807,2.4853572047999997
2025-03-26,3.4969286499999996,3.505128742871
2025-03-27,2.4216307158,2.7027914644999997
2025-03-28,4.53673055,4.644678685799999
2025-03-29,1.6860506990000004,2.17769488323
2025-03-31,2.4111785460000013,3.2289158009600003
2025-04-01,1.6690651120000002,2.038220980104
2025-04-02,2.802537526000001,3.2005666294
2025-04-03,2.8689735,3.4500598253409995
2025-04-04,2.658997526,3.2006617732000002
2025-04-05,2.673322057,3.187295456846
2025-04-06,1.733276322,2.0393258076
2025-04-07,1.8709095340000004,2.4144699937
2025-04-08,1.9608293761600002,2.2242084227000003
2025-04-09,1.9040956301,2.0521939514
2025-04-10,2.86413325,3.4106427739
2025-04-11,1.998028652999999,2.8896317260199997
2025-04-12,2.0587276099999996,2.4644090852
2025-04-13,3.389048024000001,3.445277204719999
2025-04-14,1.5280400977999997,2.052885562756
2025-04-15,2.858131488,3.32234402175
2025-04-16,3.7700700599999997,4.1633553137999995
2025-04-17,4.28467822,4.477053907136
2025-04-18,2.0935969198799995,2.4668554895
2025-04-19,1.5640286791800002,1.8356920560200003
2025-04-20,4.505960046000001,4.56271539612
2025-04-21,2.8223374100000003,3.2609789716799993
2025-04-22,2.112904772,2.77135343414
2025-04-23,2.72246147,2.8756799217999998
2025-04-24,3.478240549999999,3.48462
2025-04-25,2.79603077,3.4537372797
2025-04-26,2.1683009358,2.645796874216
2025-04-27,2.8823570499999986,3.2750983439240002
2025-04-28,1.5480349859999998,1.9663851229
2025-04-29,2.0893547288,2.5522045509
2025-04-30,1.8751902,2.4226702347159996
2025-05-01,1.9618069085399998,2.2200158144
2025-05-02,2.8069977960000005,3.1878064421000003
2025-05-03,2.993874762000001,3.1040680847629996
2025-05-04,2.4535495480000007,2.92477193504
2025-05-05,2.1674480679999997,2.53983819456
2025-05-06,1.4341129859999997,1.8811061414999999
2025-05-07,2.2138403220000002,2.8637969817999998
2025-05-08,1.75911117288,2.1440882969199997
2025-05-09,2.6065663899999993,3.2185845245999998
2025-05-10,1.881126409,2.199894625
2025-05-11,1.9426722230000004,2.3855327724599995
2025-05-12,1.5474525921600004,2.4922699489
2025-05-13,1.5930722208999997,1.9073343725199998
2025-05-14,1.6622826890000002,2.181958134
2025-05-15,3.2278546220000006,3.50431216922
2025-05-16,2.0132218080000004,2.7090329909
2025-05-17,1.296906112,1.73189742162
2025-05-18,2.4298036,2.80577850748
2025-05-19,1.7560876520000002,2.3185041545
2025-05-20,2.0490078626999995,2.67266236726
2025-05-21,1.3667497239999997,2.0962541714
2025-05-22,2.4402982214,3.0765031455
2025-05-23,2.4947851649999997,3.0634973758999995
2025-05-24,4.65734724,4.723686000000001
2025-05-25,2.420100024,2.6034066802035998
2025-05-26,1.6893378259799998,2.0702869342
2025-05-27,2.40875595,2.6713289901
2025-05-28,3.281725149999999,3.8827332653999997
2025-05-29,2.820424599999999,3.0106699839099997
2025-05-30,1.9938478902200005,2.40813709227
2025-05-31,2.2263355540000003,2.5095704351300006
2025-06-01,3.971321266,4.096148842738
2025-06-02,2.0616262408000003,2.4891155255185
2025-06-03,1.8890179879999995,2.42389345344
2025-06-04,1.1616116404399999,1.6450010239719999
2025-06-05,3.469374249999998,3.84247342109
2025-06-06,3.3126037199999985,3.81055386177
2025-06-07,3.0807615900000003,3.3311850746688
2025-06-08,2.3856914760000003,2.61768101287
2025-06-09,3.76029476,4.10038788597
2025-06-10,1.590566046,2.1090556876999997
2025-06-11,1.5945879710000002,2.2128684406
2025-06-12,2.3291497199999998,2.720940302496
2025-06-13,3.439423492,3.9712091248399997
2025-06-14,3.333037316000001,3.56267962122
2025-06-15,2.662248379,2.9066743686399996
2025-06-16,2.150126096,2.60806034773
2025-06-17,1.872868193,2.2973572301
2025-06-18,2.6792758435,3.0549521894000002
2025-06-19,2.4400175257699996,2.6879040701999997
2025-06-20,3.3389804666,3.98987165367
2025-06-21,3.4956715258,3.73097276836
2025-06-22,2.9451570060000005,3.13150681044
2025-06-23,1.5010106480000003,1.7945607604
2025-06-24,2.9045657700000005,3.47055902249
2025-06-25,3.9343775259999996,4.14006138987
2025-06-26,3.77164127,4.1318919373
2025-06-27,1.9747601640619998,2.548026261
2025-06-28,1.2405619981000005,1.51907465691
2025-06-29,0.269898743,0.3120444965399999
2025-06-30,2.7563096060000007,3.270817086
2025-07-01,2.427081248,3.0733927613600005
2025-07-02,5.125480000000002,5.241612909813001
2025-07-03,2.1422945970000002,2.4385422877400003
2025-07-04,1.2878860360000002,1.4901973439999998
2025-07-05,2.437859208,2.6455394639599996
2025-07-06,3.903512107999999,3.90929
2025-07-07,2.14134601,2.7316822265751997
2025-07-08,1.6983875259999999,2.15459707436
2025-07-09,2.161472975,2.6682556456999995
2025-07-10,2.312089856,2.5513201667
2025-07-11,1.9489273829999996,2.2862380586
2025-07-12,1.9551251653000001,2.2283175027859996
2025-07-13,2.2053341339999997,2.29563316652
2025-07-14,1.9763240378,2.4258362636
2025-07-15,4.194297209999999,4.86282553065
2025-07-16,2.1532335500000004,2.550768103403
2025-07-17,2.1496429338,2.5805179043199997
2025-07-18,2.1486792589999997,2.81294547014
2025-07-19,3.836029778,4.066927047349999
2025-07-20,4.165516155999998,4.173862
2025-07-21,3.617370102,4.2534429018
2025-07-22,4.5293901000000005,5.137093941289999
2025-07-23,2.3467200420000003,2.96065887991
2025-07-24,2.8564969519999996,3.34763116643
2025-07-25,3.3524764099999986,3.7540604644199997
2025-07-26,5.336848,5.362209814872
2025-07-27,4.2854632100000005,4.379360641928001
2025-07-28,2.8777310400000005,3.15452473568
2025-07-29,1.8881606249619995,2.5021245762
2025-07-30,1.3645961699999998,1.5936992551
2025-07-31,4.0619036699999995,4.20885392808
2025-08-01,4.5096585192,5.08423491976
2025-08-02,3.060797526,3.3702556542999997
2025-08-03,3.552200708,3.856098640324
2025-08-04,4.5562401600000015,4.9332994245399995
2025-08-05,2.57614415,3.31072496092
2025-08-06,3.3503403500000006,3.7157074815999995
2025-08-07,2.235084098,2.675491997199999
2025-08-08,4.61898584,4.80577335749
2025-08-09,3.249370954,3.5049813060999995
2025-08-10,3.678768479000001,3.9413421815999996
2025-08-11,3.0019975260000002,3.4188949976000003
2025-08-12,3.8688704300000007,4.17847163708
2025-08-13,3.7486068120000002,4.176051932139999
2025-08-14,5.074453609999998,5.354227284189999
2025-08-15,3.549319272,3.85724523528
2025-08-16,4.392915999999999,4.392916
2025-08-17,3.0332329279999994,3.37212947903
2025-08-18,1.8575909490999993,2.0821913848999998
2025-08-19,2.7498840258,2.9723238344
2025-08-20,1.5413209780000003,2.0732011328
2025-08-21,2.1069719300000003,2.6883660597000003
2025-08-22,3.3092884259999993,3.71941263516
2025-08-23,3.1954120060000006,3.5985263758
2025-08-24,3.4197523000000003,3.8884937663900003
2025-08-25,2.019811591,2.3045796067
2025-08-26,2.1384366960000003,2.5481433632999995
2025-08-27,2.9517163159999993,3.4822107592
2025-08-28,3.2244067079999987,3.5640835548
2025-08-29,4.42321949,4.73138533888
2025-08-30,2.9115237767,3.23068125504
2025-08-31,3.5703729300000013,3.6736259999999996
2025-09-01,2.4687134758,2.7514858382
2025-09-02,3.5361104100000005,3.8160454055
2025-09-03,3.12358473,3.4293649574
2025-09-04,4.2048548299999995,4.38614195357
2025-09-05,3.6394679799999996,4.01584988031
2025-09-06,2.4497900712,2.81154863677
2025-09-07,3.6309466399999994,3.92675082348
2025-09-08,3.39061924,3.5150420359099996
2025-09-09,1.8423498203999995,2.303651241261
2025-09-10,3.3357286299999993,3.5196984367099997
2025-09-11,3.20837838,3.6991246887999996
2025-09-12,4.08879163,4.5709453991
2025-09-13,4.456818332000002,4.474996888146
2025-09-14,3.296815518,3.4853658130039995
2025-09-15,3.8449523700000015,4.125691778632
2025-09-16,2.5751415258000003,2.786545853
2025-09-17,4.485085290000002,4.516617999999999
2025-09-18,4.717521789999998,4.731425408838
2025-09-19,5.0837669499999985,5.407420543
2025-09-20,4.7944910940000005,4.79952
2025-09-21,3.1609840160000013,3.1618399999999998
2025-09-22,3.45416309,3.8132339425999993
2025-09-23,3.0076809999999994,3.0901779308999995
2025-09-24,8.438328949999999,8.64156
2025-09-25,7.025779999999998,7.02578
2025-09-26,3.329281950000001,3.55074
2025-09-27,5.005053648,5.071685814596
2025-09-28,3.7710765520000002,4.00851569495
2025-09-29,2.8505494899999997,3.1676600162088
2025-09-30,3.7243382899999995,4.146099209240001
2025-10-01,2.8704830500000003,2.8873722467599996
2025-10-02,5.52513038,5.750307729399999
2025-10-03,5.034145999999998,5.034146
2025-10-04,2.56352284,2.7244681052999997
2025-10-05,4.258871074000001,4.262829999999999
2025-10-06,4.697652819999999,4.703849999999999
2025-10-07,4.23280153,4.24392
2025-10-08,4.78160067,4.796
2025-10-09,5.890110000000001,5.89011
2025-10-10,5.179717779999999,5.322982
2025-10-11,3.8618150300000007,3.86342
2025-10-12,4.022652231999999,4.035064
2025-10-13,4.053830489999998,4.0562
2025-10-14,6.88262141,6.88572
2025-10-15,5.26046,5.26046
2025-10-16,4.17767723,4.2052
2025-10-17,6.413899999999999,6.4139
2025-10-18,4.197999045999999,4.20046
2025-10-19,3.868727290000001,3.9912400000000003
2025-10-20,4.41032502,4.44204
2025-10-21,5.176580000000002,5.17658
2025-10-22,4.547509999999999,4.54751
2025-10-23,6.34604,6.3460399999999995
2025-10-24,6.0719199999999995,6.0719199999999995
2025-10-25,3.87398,3.8739799999999995
2025-10-26,5.9353799999999985,5.9353799999999985
2025-10-27,4.03835118,4.068607999999999
2025-10-28,3.9206866199999997,3.9378200000000003
2025-10-29,5.2036711900000014,5.204218
2025-10-30,6.689228870000002,6.692691999999999
2025-10-31,4.797735439999998,4.857519999999999
2025-11-01,4.456298000000001,4.456298
2025-11-02,4.531049114,4.537148
2025-11-03,4.823494170000001,4.82878
2025-11-04,4.63702068,4.80398
2025-11-05,4.426160390000001,4.663330152399999
2025-11-06,7.5852239999999975,7.585223999999999
2025-11-07,2.8035109700000005,3.2273365616999996
2025-11-08,3.4347690939999995,3.5467959999999996
2025-11-09,4.047908196000001,4.1560406389799995
2025-11-10,4.20041785,4.20862
2025-11-11,5.965196000000002,5.965196
2025-11-12,4.332820829999999,4.345762000000001
2025-11-13,5.655854,5.655854
2025-11-14,7.176618000000002,7.1766179999999995
2025-11-15,5.415916000000002,5.415915999999999
2025-11-16,5.370024000000003,5.370024000000001
2025-11-17,3.9625465299999996,4.0648
2025-11-18,5.11172,5.11172
2025-11-19,6.497764,6.497764
2025-11-20,7.007981120000001,7.14359
2025-11-21,5.0075406,5.120547999999999
2025-11-22,4.577355441999998,4.708
2025-11-23,5.471818000000003,5.471817999999999
2025-11-24,5.758915839999999,5.760374
2025-11-25,5.790028220000001,5.79258
2025-11-26,5.82384822,5.8264
2025-11-27,6.528319999999998,6.52832
2025-11-28,5.227382000000001,5.227381999999999
2025-11-29,4.680332152,4.688464
2025-11-30,6.311579999999999,6.31158
2025-12-01,4.750786580000001,4.88676
2025-12-02,6.138999999999999,6.139
2025-12-03,5.440816000000002,5.440816
2025-12-04,6.729636,6.729635999999999
2025-12-05,5.755629999999999,5.755629999999999
2025-12-06,5.409404000000004,5.409403999999999
2025-12-07,5.547058,5.547058
2025-12-08,6.2587399999999995,6.2587399999999995
2025-12-09,4.58901092,4.58974
2025-12-10,7.239339999999999,7.2393399999999986
2025-12-11,8.293828,8.293828
2025-12-12,6.741474000000001,6.741474
2025-12-13,5.44962,5.44962
2025-12-14,6.03196,6.03196
2025-12-15,6.1855705400000005,6.22166
2025-12-16,6.62111,6.62111
2025-12-17,5.066034000000002,5.066033999999999
2025-12-18,7.715141999999999,7.715142
2025-12-19,5.7129901799999985,5.72502
2025-12-20,5.485392000000002,5.485392
2025-12-21,5.139243999999998,5.139244
2025-12-22,5.592497999999999,5.592498
2025-12-23,6.464428,6.464428
2025-12-24,8.05646,8.056460000000001
2025-12-25,6.339549999999998,6.33955
2025-12-26,5.349650330000001,5.389932
2025-12-27,5.536764235999999,5.549390000000001
2025-12-28,4.531999999999998,4.532
2025-12-29,6.343522000000001,6.343521999999999
2025-12-30,7.131232,7.131232000000001
2025-12-31,7.009359999999998,7.00936
2026-01-01,8.575300000000002,8.5753
2026-01-02,6.8437399999999995,6.84374
2026-01-03,4.6701159999999975,4.670116
2026-01-04,6.5006699999999995,6.5006699999999995
2026-01-05,7.52266,7.52266
2026-01-06,8.157934000000003,8.157934
2026-01-07,6.412571999999999,6.412571999999999
2026-01-08,8.138077999999998,8.138077999999998
2026-01-09,7.679480000000002,7.67948
2026-01-10,6.865760000000001,6.86576
2026-01-11,9.394352000000001,9.394352
2026-01-12,6.329567999999998,6.329568
2026-01-13,5.1027052100000025,5.11674
2026-01-14,5.957742000000001,5.957742
2026-01-15,8.200162,8.200161999999999
2026-01-16,6.6397922199999995,6.642344
2026-01-17,5.216886164,5.2256599999999995
2026-01-18,6.515318012000002,6.51596
2026-01-19,4.60068343,4.6172699999999995
2026-01-20,6.4889399999999995,6.4889399999999995
2026-01-21,5.273539999999999,5.27354
2026-01-22,7.727804000000002,7.727804
2026-01-23,5.730131,5.730130999999999
2026-01-24,4.5928340202,4.6125805
2026-01-25,5.0808880086,5.082714999999999
2026-01-26,5.094042499999999,5.0940425
2026-01-27,5.6257614999999985,5.625761499999999
2026-01-28,7.654687999999999,7.654688
2026-01-29,7.7845225,7.7845225
2026-01-30,6.8986995,6.898699499999999
2026-01-31,4.614740160000001,4.6232999999999995
2026-02-01,3.449305786000001,3.4913559999999997
2026-02-02,4.856859999999997,4.856859999999999
2026-02-03,5.01376,5.0137599999999996
2026-02-04,4.8807309199999995,4.88146
2026-02-05,8.12566,8.12566
2026-02-06,6.464220000000003,6.464219999999998
2026-02-07,5.340917999999999,5.37365100226
2026-02-08,4.077600211999999,4.088941999999999
2026-02-09,4.2115447600000016,4.396001999999999
2026-02-10,5.468997999999998,5.468998
2026-02-11,6.193633999999999,6.193633999999999
2026-02-12,5.815860000000001,5.81586
2026-02-13,3.5019000000000005,3.5018999999999996
2026-02-14,3.870475334,4.10234
2026-02-15,4.499506,4.499506
2026-02-16,4.545977929999998,4.7549619188
2026-02-17,2.9227098000000002,3.33464
2026-02-18,4.88979441,5.0173398572
2026-02-19,8.697299999999997,8.697299999999998
2026-02-20,5.607753190000001,5.6083
2026-02-21,3.7019620000000018,3.701962
2026-02-22,4.260212,4.260211999999999
2026-02-23,3.1541211600000008,3.4018099817999996
2026-02-24,4.379260000000001,4.37926
2026-02-25,3.6409203900000007,3.7703550278099995
2026-02-26,4.48701702,4.819362167199999
2026-02-27,2.96313551,3.050069355127
2026-02-28,4.760503021999999,4.76168
2026-03-01,3.1965071579999997,3.2049599999999994
2026-03-02,3.3868441399999996,3.94273103933
2026-03-03,3.020378290000001,3.6252390877
2026-03-04,3.5313209800000003,4.134183426
2026-03-05,3.300319080000001,3.8723503896
2026-03-06,3.1289553299999997,3.4848269532
2026-03-07,2.677478112000001,3.14194300506
2026-03-08,4.5971860000000015,4.709928683399999
2026-03-09,3.3203650400000013,3.8483664731999996
2026-03-10,3.1662934299999996,3.41242438079
2026-03-11,4.884199999999999,4.8842
2026-03-12,4.538251570000002,4.758616
2026-03-13,3.507585519999999,3.5119599999999993
2026-03-14,3.386202873999999,3.593458
2026-03-15,4.280390584,4.70662720518
2026-03-16,4.438548819999999,4.6071667136
2026-03-17,2.70896366,3.339980318004
2026-03-18,2.041289525773,2.5967618586999994
2026-03-19,4.083486870000001,4.6489645589999995
2026-03-20,3.4648056199999995,4.1777530383100006
2026-03-21,3.0146679920000006,3.51158237654
2026-03-22,2.5803532620000005,2.870922332
2026-03-23,1.7897408400000003,2.33957645798
2026-03-24,3.7482559600000003,4.2517044430599995
2026-03-25,3.222540513999999,3.7393033955
2026-03-26,4.69450736,5.233227413199999
2026-03-27,3.25250225,3.6913456865999996
2026-03-28,2.4718025599999995,2.988456405808
2026-03-30,2.59726893731,3.1844764844000006
2026-03-31,2.7385081397999995,3.02672406227
2026-04-01,2.3200444109999996,3.4641218818159993
2026-04-02,6.029532,6.029532
2026-04-03,2.6537824253999993,3.1614353331499996
2026-04-04,2.1941745557600005,2.3992263524519997
2026-04-05,5.83981085606,6.076518718149999
2026-04-06,4.1998661487,4.8811794733
