date,cost_act,cost_ml_eval,month
2026-03-06,3.588349761517575,3.752571350294595,2026-03
2026-03-07,3.331843515597181,3.8483107205884437,2026-03
2026-03-08,5.871238521276855,5.961320853645573,2026-03
2026-03-09,3.8541136371597817,4.212711145884226,2026-03
2026-03-10,3.8685443640555235,4.0127318306164765,2026-03
2026-03-11,4.53727893081356,4.746644336025979,2026-03
2026-03-12,4.042550611755121,4.171213274895436,2026-03
2026-03-13,3.136370389269032,3.3031541425404543,2026-03
2026-03-14,4.437436098010606,4.6672994444467575,2026-03
2026-03-15,4.964371790027957,5.37470182834016,2026-03
2026-03-16,4.330241107717433,4.545225343863779,2026-03
2026-03-17,3.0352964291310918,3.6124284264862356,2026-03
2026-03-18,2.148254394329082,2.481895493018155,2026-03
2026-03-19,4.139864944758041,4.719841749850583,2026-03
2026-03-20,3.9264970854244288,4.360504280408056,2026-03
2026-03-21,3.8275492448968453,4.047527199805988,2026-03
2026-03-22,2.930717929725279,3.323596287094891,2026-03
2026-03-23,2.1312771250067,2.560009138749337,2026-03
2026-03-24,3.4905288224635442,3.7122923693857133,2026-03
2026-03-25,2.6704908934130653,3.128104059364083,2026-03
2026-03-26,4.565121993621659,5.023627325858647,2026-03
2026-03-27,3.692988882048226,4.009882616100215,2026-03
2026-03-28,2.8914017175039235,3.3148398557679823,2026-03
2026-03-30,2.278255666527939,2.736791899867291,2026-03
2026-03-31,3.076272736129909,3.41337616871875,2026-03
2026-04-01,2.7894227785255916,3.177586697683105,2026-04
2026-04-02,6.2704478285964775,6.270447828596479,2026-04
2026-04-03,2.701503491020424,3.0906612047219086,2026-04
2026-04-04,2.154157392587096,2.4289984211081337,2026-04
2026-04-05,4.968664904561655,5.03728709538421,2026-04
2026-04-06,3.8500834531217367,4.414168783941784,2026-04
